Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Genre,Release Date,Popularity,Duration (ms),Chord
865,58,4,2020-04-17--2020-04-24,Gimme Love,"7,471,309",Joji,4759367,"['alternative r&b', 'viral pop']",2020-04-16,69,214558,F
866,97,1,2020-09-25--2020-10-02,Ew,"6,936,305",Joji,4759367,"['alternative r&b', 'viral pop']",2020-09-25,67,207710,A#/Bb
867,99,2,2020-09-25--2020-10-02,Daylight,"6,819,838","Joji, Diplo",4759367,"['alternative r&b', 'viral pop']",2020-08-06,72,163906,G
868,116,1,2020-09-25--2020-10-02,Epidemic,"6,292,620",Polo G,4849204,['chicago rap'],2020-09-25,71,177273,C#/Db
869,123,1,2020-09-25--2020-10-02,bloody valentine,"6,032,935",Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",2020-09-25,77,205159,D
870,126,1,2020-09-25--2020-10-02,MODUS,"6,013,371",Joji,4759367,"['alternative r&b', 'viral pop']",2020-09-25,66,207265,G
871,145,1,2020-09-25--2020-10-02,Tick Tock,"5,547,939",Joji,4759367,"['alternative r&b', 'viral pop']",2020-09-25,65,132215,E
872,151,1,2020-09-25--2020-10-02,Sanctuary,"5,482,390",Joji,4759367,"['alternative r&b', 'viral pop']",2019-06-14,69,180019,C#/Db
873,112,5,2020-09-11--2020-09-18,feel something,"5,463,424",Bea Miller,2396662,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",2019-06-21,75,180161,C
874,86,8,2020-08-21--2020-08-28,Tap In,"5,220,309",Saweetie,1255573,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",2020-06-17,73,139413,A#/Bb
875,171,1,2020-09-25--2020-10-02,Pretty Boy (feat. Lil Yachty),"5,141,212",Joji,4759367,"['alternative r&b', 'viral pop']",2020-09-25,66,156759,F#/Gb
876,177,1,2020-09-25--2020-10-02,Afterthought,"4,977,405","Joji, BENEE",4759367,"['alternative r&b', 'viral pop']",2020-09-25,67,194871,C#/Db
877,164,4,2020-09-18--2020-09-25,+Linda,"4,964,708",Dalex, , , , , , 
878,24,5,2020-08-28--2020-09-04,Over Now (with The Weeknd),"4,867,620",Calvin Harris,21946934,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",2020-08-28,72,210795,E
879,14,12,2020-07-10--2020-07-17,Hate The Other Side (with Marshmello & The Kid Laroi),"4,851,997","Juice WRLD, Polo G",19102888,"['chicago rap', 'melodic rap']",2020-07-10,78,160212,F#/Gb
880,188,1,2020-09-25--2020-10-02,drunk face,"4,834,258",Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",2020-09-25,72,143901,G
881,76,17,2020-06-26--2020-07-03,Tak Tiki Tak,"4,761,286",Harry Nach,134339,"['trap chileno', 'trap latino']",2020-07-10,71,212406,B
882,26,35,2020-06-12--2020-06-19,WHATS POPPIN,"4,745,752",Jack Harlow,3828418,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",2020-06-24,80,227478,B
883,143,7,2020-08-28--2020-09-04,Money Trees,"4,632,724","Kendrick Lamar, Jay Rock",17931101,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2012,75,386907,G
884,65,5,2020-08-28--2020-09-04,Blastoff (feat. Juice Wrld & Trippie Redd),"4,628,159","Internet Money, Diplo",412466,"['pop rap', 'rap', 'trap']",2020-08-29,70,174730,F
885,148,1,2020-09-18--2020-09-25,September,"5,329,256","Earth, Wind & Fire",3008916,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",1978-11-23,80,215093,A
886,64,17,2020-08-07--2020-08-14,Secrets,"5,178,107","Regard, RAYE",152237,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",2020-04-24,78,176767,F#/Gb
887,150,13,2020-09-11--2020-09-18,21,"5,151,406",Polo G,4849204,['chicago rap'],2020-05-15,80,163798,G
888,158,1,2020-09-18--2020-09-25,BXL ZOO,"5,101,640","Damso, Hamza",3071170,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",2021-04-28,62,201333,B
889,159,1,2020-09-18--2020-09-25,DEUX TOILES DE MER,"5,094,137",Damso,3071170,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",2021-04-28,62,315640,G#/Ab
890,4,9,2020-07-24--2020-07-31,exile (feat. Bon Iver),"4,924,533",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,77,285634,F#/Gb
891,10,22,2020-04-24--2020-05-01,Righteous,"4,819,362",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,78,242181,C
892,9,11,2020-07-10--2020-07-17,Conversations,"4,805,366",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,75,181661,B
893,181,1,2020-09-18--2020-09-25,Dolly (with Lil Uzi Vert),"4,800,543",Lil Tecca,4022792,"['melodic rap', 'rap', 'trap']",2020-09-18,63,179813,G
894,23,21,2020-05-01--2020-05-08,Chicago Freestyle (feat. Giveon),"4,799,038",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-05-01,80,220488,A#/Bb
895,4,20,2020-05-08--2020-05-15,GOOBA,"4,690,955",6ix9ine,6514102,"['emo rap', 'rap']",2020-05-08,70,132303,C#/Db
896,12,34,2020-03-27--2020-04-03,Physical,"4,599,807",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",2020-03-27,77,193829,C
897,194,1,2020-09-18--2020-09-25,Hot Stuff,"4,569,978","Kygo, Donna Summer",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",2020-09-18,71,199008,F
898,197,1,2020-09-18--2020-09-25,Who's Laughing Now,"4,526,982",Ava Max,3916979,"['dance pop', 'pop']",2020-09-18,73,180348,G
899,91,33,2019-12-27--2020-01-03,Sweet but Psycho,"4,502,853",Ava Max,3916979,"['dance pop', 'pop']",2020-09-18,81,187436,C#/Db
900,83,2,2020-09-04--2020-09-11,Del Mar,"5,698,099","Ozuna, Doja Cat, Sia",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",2020-09-04,79,214507,F#/Gb
901,72,2,2020-09-04--2020-09-11,Hit Different,"5,049,863","SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",5888533,"['pop', 'pop rap', 'r&b']",2020-09-04,74,202008,C
902,65,8,2020-07-31--2020-08-07,Nobody's Love,"4,957,966",Maroon 5,32279979,"['pop', 'pop rock']",2021-06-11,73,211254,C#/Db
903,167,1,2020-09-11--2020-09-18,Máquina do Tempo,"4,938,139",Matuê,3263283,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']",2020-09-10,70,230400,E
904,112,2,2020-09-04--2020-09-11,Fuckst mich nur ab,"4,898,520",Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",2020-09-10,63,182931,C#/Db
905,122,29,2020-04-24--2020-05-01,Jangueo,"4,877,753","Alex Rose, Rafa Pabön",2168452,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",2019-11-08,74,259600,G#/Ab
906,68,13,2020-06-26--2020-07-03,We Paid (feat. 42 Dugg),"4,776,686",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-05-01,76,181929,C#/Db
907,183,1,2020-09-11--2020-09-18,Ihr Hobby,"4,723,116","Bonez MC, Maxwell",1683006,"['german hip hop', 'hamburg hip hop']",2020-09-10,59,185330,A#/Bb
908,150,5,2020-08-28--2020-09-04,When I Look At You,"4,652,583",Miley Cyrus,15778531,"['dance pop', 'pop', 'post-teen pop']",2009-01-01,63,248587,F#/Gb
909,21,29,2020-04-17--2020-04-24,Boss Bitch,"4,620,838",Doja Cat,8671649,"['dance pop', 'pop']",2020-01-23,81,134240,A#/Bb
910,142,4,2020-08-21--2020-08-28,Ain't It Different (feat. AJ Tracey & Stormzy),"4,602,336",Headie One,328877,['uk hip hop'],2020-08-20,69,196363,E
911,75,14,2020-08-07--2020-08-14,Some Say - Felix Jaehn Remix,"4,598,325",Nea,38111,"['scandipop', 'swedish pop']",2020-01-10,77,186878,F#/Gb
912,13,21,2020-05-01--2020-05-08,Savage Remix (feat. Beyoncé),"4,568,308","Beyoncé, Megan Thee Stallion",28335112,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2020-04-29,73,242001,A#/Bb
913,115,1,2020-09-04--2020-09-11,Lithuania (feat. Travis Scott),"5,949,270",Big Sean,8673345,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2020-09-04,62,199250,G
914,157,1,2020-09-04--2020-09-11,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)","5,117,128",Saweetie,1255573,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",2020-08-28,64,253569,C#/Db
915,91,3,2020-08-21--2020-08-28,Not Shy,"4,982,232",ITZY,2384076,['k-pop girl group'],2020-08-17,73,177728,D
916,71,3,2020-08-21--2020-08-28,"The Plan - From the Motion Picture ""TENET""","4,876,238",Travis Scott,17732077,"['rap', 'slap house']",2020-08-22,67,185851,C#/Db
917,152,3,2020-08-28--2020-09-04,ADMV,"4,737,291",Maluma,26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-04-23,72,193700,A
918,122,9,2020-08-07--2020-08-14,Alane,"4,668,193","Robin Schulz, Wes",2786366,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",2020-06-19,67,175016,D#/Eb
919,82,2,2020-08-28--2020-09-04,THE BADDEST,"4,642,057","K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",1245965,['k-pop girl group'],2020-08-27,70,162600,A#/Bb
920,112,10,2020-07-03--2020-07-10,Desce Pro Play (PA PA PA),"4,615,520","Mc Zaac, Anitta, Tyga",1555628,"['funk carioca', 'funk pop']",2020-06-26,68,168507,B
921,103,12,2020-07-17--2020-07-24,Mariposa,"4,593,366",Peach Tree Rascals,177972,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']",2019-08-28,76,210000,A
922,5,7,2020-07-24--2020-07-31,the 1,"4,587,573",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,75,210252,C
923,11,37,2019-12-27--2020-01-03,RITMO (Bad Boys For Life),"4,585,895","Black Eyed Peas, J Balvin",5966748,"['dance pop', 'pop', 'pop rap']",2019-10-12,78,221714,A#/Bb
924,134,6,2020-07-24--2020-07-31,Unterwegs,"4,572,706","KitschKrieg, Jamule, SFR",166517,"['german hip hop', 'german pop', 'hamburg hip hop']",2020-08-07,68,233905,F#/Gb
925,86,8,2020-07-17--2020-07-24,What's Love Got to Do with It,"4,538,382","Kygo, Tina Turner",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",2020-07-17,74,208156,G#/Ab
926,148,1,2020-08-28--2020-09-04,Cry About It Later,"5,306,994",Katy Perry,18936929,"['dance pop', 'pop', 'post-teen pop']",2021-04-23,67,159286,D
927,71,12,2020-07-03--2020-07-10,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,"4,624,448",Conkarah,67074,['jawaiian'],2020-05-15,70,210329,G#/Ab
928,185,1,2020-08-28--2020-09-04,Gifted (feat. Roddy Ricch),"4,609,169",Cordae,1492551,"['dmv rap', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",2020-08-27,65,168477,F
929,27,36,2019-12-27--2020-01-03,OUT WEST (feat. Young Thug),"4,597,001","JACKBOYS, Travis Scott",437907,"['rap', 'trap']",2019-12-27,82,157712,G#/Ab
930,174,4,2020-08-14--2020-08-21,Anaranjado,"4,575,403","Jowell & Randy, J Balvin",2919696,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",2020-07-16,66,212011,G#/Ab
931,111,11,2020-07-03--2020-07-10,Reggaetonera,"4,564,331",Anuel AA,18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",2020-05-29,69,212312,F#/Gb
932,5,11,2020-05-29--2020-06-05,Sour Candy (with BLACKPINK),"4,556,900",Lady Gaga,18585963,"['dance pop', 'pop', 'post-teen pop']",2020-05-28,70,157707,A
933,113,4,2020-08-14--2020-08-21,Rags2Riches 2 (feat. Lil Baby),"4,547,965",Rod Wave,2203386,['florida rap'],2020-08-07,60,235988,F
934,31,34,2020-01-03--2020-01-10,Bandit (with YoungBoy Never Broke Again),"4,514,763",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2019-10-04,81,189323,F
935,117,16,2020-06-26--2020-07-03,PAM,"4,501,441","Justin Quiles, Daddy Yankee, El Alfa",2897862,"['latin', 'reggaeton', 'trap latino']",2020-05-01,73,201000,B
936,43,2,2020-08-21--2020-08-28,Lemonade,"11,373,347","Internet Money, Gunna, Don Toliver, NAV",412466,"['pop rap', 'rap', 'trap']",2020-08-14,82,195429,C#/Db
937,145,1,2020-08-21--2020-08-28,Frühstück in Paris,"5,440,253","Capital Bra, Cro",4093115,['german hip hop'],2020-09-17,56,151360,G#/Ab
938,22,6,2020-02-21--2020-02-28,ON,"5,391,018",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,77,246381,A
939,106,4,2020-07-31--2020-08-07,My Oasis (feat. Burna Boy),"4,887,204",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",2020-07-30,69,179917,A#/Bb
940,8,8,2020-07-10--2020-07-17,Life's A Mess (feat. Halsey),"4,883,202",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,74,202193,C#/Db
941,56,21,2020-04-24--2020-05-01,PORFA,"4,702,117","Feid, Justin Quiles",1251372,[],2021-08-09,0,233000,F#/Gb
942,177,1,2020-08-21--2020-08-28,2012,"4,685,894","Bausa, Juju",961181,"['german hip hop', 'german pop']",2020-08-21,62,170200,F
943,11,5,2020-07-24--2020-07-31,august,"4,586,236",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,76,261923,F
944,188,1,2020-08-21--2020-08-28,if i were u (with Lauv),"4,561,189",blackbear,4272745,"['electropop', 'pop', 'pop rap']",2020-08-19,64,186468,G#/Ab
945,37,35,2020-01-31--2020-02-07,Ballin' (with Roddy Ricch),"4,436,934",Mustard,881797,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2019-06-28,80,180435,G
946,72,4,2020-06-19--2020-06-26,Stay Gold,"4,405,338",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-07-14,73,243267,C#/Db
947,186,10,2020-08-07--2020-08-14,I'm Yours,"4,391,666",Jason Mraz,6167871,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",2008-05-12,80,242187,B
948,136,32,2020-06-05--2020-06-12,Youngblood,"4,390,823",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2018-06-15,80,203418,G
949,8,5,2020-07-24--2020-07-31,the last great american dynasty,"4,389,670",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,71,230999,G
950,151,1,2020-08-14--2020-08-21,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],"5,254,969",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",2020-08-13,62,250280,B
951,10,4,2020-07-24--2020-07-31,my tears ricochet,"5,111,416",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,71,255894,C
952,59,6,2020-07-17--2020-07-24,Rags2Riches (feat. ATR Son Son),"4,737,306",Rod Wave,2203386,['florida rap'],2020-04-03,55,167147,F
953,79,13,2020-05-22--2020-05-29,Flex (feat. Juice WRLD),"4,664,281",Polo G,4849204,['chicago rap'],2020-05-15,76,163902,A#/Bb
954,77,14,2020-06-26--2020-07-03,Rover (feat. DTG),"4,488,631",S1mba,46992,"['afroswing', 'social media pop']",2020-03-04,73,167917,B
955,74,5,2020-07-24--2020-07-31,Only You Freestyle,"4,480,780","Headie One, Drake",328877,['uk hip hop'],2020-07-20,68,248937,F
956,55,4,2020-03-27--2020-04-03,Hallucinate,"4,472,669",Dua Lipa,27167675,"['dance pop', 'pop', 'uk pop']",2020-03-27,72,208505,A#/Bb
957,100,15,2020-06-05--2020-06-12,El Efecto,"4,466,143","Rauw Alejandro, Chencho Corleone",6096559,"['puerto rican pop', 'trap latino']",2019-03-15,76,217143,C
958,176,3,2020-08-07--2020-08-14,Coño,"4,462,411","Jason Derulo, Puri, Jhorrmountain",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",2020-07-03,69,111852,A
959,126,5,2020-07-17--2020-07-24,Jolie nana,"4,449,437",Aya Nakamura,2953525,"['basshall', 'francoton']",2020-11-13,69,147076,D
960,189,2,2020-08-14--2020-08-21,Lovefool,"4,439,790",twocolors,36369,"['edm', 'pop dance', 'pop edm', 'tropical house']",2020-05-08,79,190488,F#/Gb
961,17,4,2020-07-24--2020-07-31,invisible string,"4,424,118",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,71,252881,E
962,118,33,2019-12-27--2020-01-03,Higher Love,"4,392,936","Kygo, Whitney Houston",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",2019-06-28,79,228267,G#/Ab
963,185,7,2020-08-07--2020-08-14,Como Llora,"4,380,308",Juanfran,117894,"['dominican pop', 'pop reggaeton', 'urbano espanol']",2020-02-07,67,187500,F#/Gb
964,50,22,2020-04-17--2020-04-24,Walk Em Down (feat. Roddy Ricch),"4,371,370",NLE Choppa,6608815,"['melodic rap', 'rap', 'trap']",2020-03-19,74,173288,D
965,74,31,2019-12-27--2020-01-03,Wow.,"4,351,784",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",2019-09-06,80,149547,B
966,13,3,2020-07-24--2020-07-31,mirrorball,"5,564,072",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,70,208978,D
967,15,3,2020-07-24--2020-07-31,seven,"5,459,423",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,69,208907,E
968,18,3,2020-07-24--2020-07-31,this is me trying,"5,128,412",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,70,195097,A
969,24,3,2020-07-24--2020-07-31,betty,"5,112,180",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,71,294521,C
970,157,1,2020-08-07--2020-08-14,BLIND (feat. Young Thug),"5,074,613",DaBaby,7601122,"['north carolina hip hop', 'rap']",2020-08-04,69,153467,B
971,20,3,2020-07-24--2020-07-31,illicit affairs,"5,053,658",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,70,190898,A#/Bb
972,170,1,2020-08-07--2020-08-14,Freak,"4,736,059",Doja Cat,8671649,"['dance pop', 'pop']",2020-08-07,75,284480,G
973,180,1,2020-08-07--2020-08-14,PUNANI,"4,625,985",6ix9ine,6514102,"['emo rap', 'rap']",2020-08-02,58,115255,A
974,50,6,2020-07-03--2020-07-10,Bläulich,"4,599,408",Apache 207,1674348,['german hip hop'],2020-07-31,60,196213,A#/Bb
975,170,5,2020-07-17--2020-07-24,Never Let Me Down,"4,522,005","VIZE, Tom Gregory",141016,"['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",2020-04-24,61,153149,A#/Bb
976,16,20,2020-04-17--2020-04-24,Savage,"4,510,218",Megan Thee Stallion,4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",2020-03-06,75,155497,B
977,29,2,2020-07-24--2020-07-31,mad woman,"6,796,343",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,67,237258,D#/Eb
978,33,2,2020-07-24--2020-07-31,epiphany,"6,085,522",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,66,289749,C#/Db
979,41,2,2020-07-24--2020-07-31,peace,"5,943,851",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,67,234000,F
980,140,1,2020-07-31--2020-08-07,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),"5,768,616",A$AP Ferg,3037935,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",2020-09-25,61,144973,E
981,141,1,2020-07-31--2020-08-07,Sie ruft,"5,752,169",Apache 207,1674348,['german hip hop'],2020-07-31,59,152013,C#/Db
982,144,1,2020-07-31--2020-08-07,Tilidin Weg,"5,674,945",Bonez MC,1683006,"['german hip hop', 'hamburg hip hop']",2020-09-10,60,180950,A#/Bb
983,149,1,2020-07-31--2020-08-07,Over Your Head,"5,534,361","Future, Lil Uzi Vert",10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2020-07-31,59,186843,F
984,47,2,2020-07-24--2020-07-31,hoax,"5,375,944",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-07-24,66,220043,G#/Ab
985,25,4,2020-07-10--2020-07-17,Blood On My Jeans,"4,978,899",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,73,154767,F#/Gb
986,171,1,2020-07-31--2020-08-07,Narrow Road (feat. Lil Baby),"4,828,004",NLE Choppa,3372385,['memphis hip hop'],2020-07-30,64,240297,G
987,26,20,2020-03-20--2020-03-27,Amarillo,"4,695,091",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-03-19,73,157733,C#/Db
988,179,3,2020-07-17--2020-07-24,Singapur,"4,661,170","El Alfa, Chael Produciendo",1779640,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",2020-05-15,69,178407,G
989,42,24,2020-04-17--2020-04-24,Tattoo,"4,588,064",Rauw Alejandro,6096559,"['puerto rican pop', 'trap latino']",2020-07-09,78,222680,A
990,86,5,2020-07-03--2020-07-10,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","4,583,475",Ty Dolla $ign,3866304,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",2020-10-22,71,231618,A#/Bb
991,33,30,2020-03-20--2020-03-27,Morado,"4,561,936",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-01-09,71,200667,B
992,101,22,2020-02-14--2020-02-21,ocean eyes,"4,476,954",Billie Eilish,1251372,[],2021-08-13,1,200387,E
993,82,1,2020-07-24--2020-07-31,Lion King On Ice,"8,293,983",J. Cole,14103694,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2020-07-22,64,210587,F#/Gb
994,147,1,2020-07-24--2020-07-31,Andere Welt,"5,600,868","Capital Bra, Clueso, KC Rebell",4093115,['german hip hop'],2020-07-23,60,189686,F
995,163,1,2020-07-24--2020-07-31,TELL ME WHY,"5,056,986",The Kid LAROI,2238190,['australian hip hop'],2020-07-24,71,195268,F#/Gb
996,37,3,2020-07-10--2020-07-17,Stay High,"5,047,752",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,75,168685,G#/Ab
997,161,2,2020-07-17--2020-07-24,What Makes You Beautiful,"4,966,428",One Direction,22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",2012-05-25,82,199987,E
998,174,1,2020-07-24--2020-07-31,Shit Changed,"4,823,401","Ufo361, Sonus030",1700759,"['german cloud rap', 'german hip hop']",2020-10-02,52,183839,A
999,35,6,2020-07-10--2020-07-17,Tell Me U Luv Me (with Trippie Redd),"4,798,078",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,72,180129,D
1000,27,3,2020-07-10--2020-07-17,Bad Energy,"4,761,155",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,72,186749,G
1001,24,3,2020-07-10--2020-07-17,Titanic,"4,687,464",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,71,176650,C#/Db
1002,31,20,2020-04-10--2020-04-17,Skechers,"4,669,248",DripReport,92356,['viral rap'],2020-01-12,73,106000,C#/Db
1003,47,7,2020-06-12--2020-06-19,The Bigger Picture,"4,629,083",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-06-12,70,252729,C#/Db
1004,195,1,2020-07-24--2020-07-31,Story of My Life,"4,628,772",One Direction,22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",2013-11-25,81,245493,D#/Eb
1005,196,1,2020-07-24--2020-07-31,Hit My Line,"4,621,205",Logic,5449291,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2020-07-24,60,265191,A
1006,10,2,2020-07-10--2020-07-17,Party Girl (Remix),"15,129,295","StaySolidRocky, Lil Uzi Vert",150587,['melodic rap'],2020-07-10,62,147673,F#/Gb
1007,43,2,2020-07-10--2020-07-17,Up Up And Away,"6,229,316",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,72,147548,E
1008,46,2,2020-07-10--2020-07-17,Man Of The Year,"6,223,001",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,73,136408,E
1009,36,2,2020-07-10--2020-07-17,Fighting Demons,"5,946,573",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,70,200629,G
1010,49,2,2020-07-10--2020-07-17,Can't Die,"5,777,859",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,71,182922,D
1011,44,2,2020-07-10--2020-07-17,Screw Juice,"5,394,197",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,69,179464,F
1012,129,4,2020-07-03--2020-07-10,Past Life (with Selena Gomez),"5,228,433",Trevor Daniel,632097,"['alternative r&b', 'melodic rap', 'pop rap']",2020-06-26,47,186480,D#/Eb
1013,45,2,2020-07-10--2020-07-17,I Want It,"5,137,482",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2020-07-10,69,173114,E
1014,56,30,2019-12-27--2020-01-03,Ransom,"5,097,394",Lil Tecca,4022792,"['melodic rap', 'rap', 'trap']",2019-08-30,80,131240,G
1015,49,23,2020-03-13--2020-03-20,Diosa,"4,868,180",Myke Towers,6161098,['trap latino'],2020-01-24,74,214013,F#/Gb
1016,169,1,2020-07-17--2020-07-24,Never Know (feat. SHIRIN DAVID),"4,803,071",Luciano,942380,"['german drill', 'german hip hop']",2020-07-16,60,196933,A#/Bb
1017,5,21,2020-03-06--2020-03-13,La Difícil,"4,727,554",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,78,163084,G#/Ab
